iteration,total cost,RG Gap
0,1.8710937990938266,1.0
1,1.1148479199462062,0.6783399471957671
2,0.8274728052998186,0.3472925186251443
3,0.6852073617181743,0.2076239274851195
4,0.5935380456594014,0.15444556036324733
5,0.5239629684218665,0.13278624908758208
6,0.46713310947229364,0.12165667086576645
7,0.41937782105921156,0.11387175481161067
8,0.37881076597123325,0.10709055478919244
9,0.34418830670109735,0.1005916197501823
10,0.3145612815862155,0.09418522510298723
11,0.28915765816487665,0.08785388421860087
12,0.26733419685587717,0.08163363148323576
13,0.24855025135917502,0.07557403540726194
14,0.23234988553940833,0.06972401033104442
15,0.21834802729399685,0.06412633271267679
16,0.2062191672123157,0.05881538678310015
17,0.1956879519421918,0.05381637022413589
18,0.18652129947445212,0.04914533886246722
19,0.17852177306485073,0.04480980819463091
20,0.17152200704952675,0.04080972544416886
21,0.1653800150935789,0.037138658818433645
22,0.15997523977303543,0.03378507404152978
23,0.15520522534330758,0.030733594305067873
24,0.15098281456217055,0.027966168158816206
25,0.14723378632053843,0.025463097399874082
26,0.143894864145183,0.023203900953592305
27,0.1409120368043016,0.021168009550695414
28,0.13823914161979692,0.019335299345651397
29,0.13583666895979207,0.017686480965724963
30,0.13367075299395573,0.016203364740036166
31,0.13171231934561112,0.01486902408274893
32,0.12993636493855737,0.013667878179396034
33,0.12832134925559727,0.01258571307369305
34,0.12684867951951515,0.01160965759880502
35,0.12550227507597472,0.010728127778762222
36,0.12426819858559252,0.009930750621867346
37,0.12313434358989621,0.009208275795684229
38,0.12209016966218746,0.008552481584699964
39,0.12112647773922082,0.007956079801489945
40,0.1202352193948026,0.007412622931153801
41,0.11940933479694982,0.006916415699469054
42,0.11864261491553144,0.006462432423326594
43,0.11792958424207833,0.006046240882096542
44,0.11726540086843736,0.005663932999181404
45,0.1166457712636027,0.005312062307294254
46,0.11606687750304683,0.004987587957991571
47,0.11552531505451606,0.004687824900327706
48,0.11501803951888924,0.004410399775102348
49,0.11454232097305656,0.0041532120336952695
50,0.11409570477115982,0.003914399782117164
51,0.11367597783710545,0.003692309862122567
52,0.11328113963021698,0.0034854717049752626
53,0.11290937709155333,0.0032925745251628385
54,0.11255904298449518,0.0031124474566331
55,0.11222863713274207,0.0029440422711567472
56,0.1119167901344866,0.0027864183549289874
57,0.11162224919541706,0.0026387296546397975
58,0.11134386577718902,0.002500213337168637
59,0.11108058480364928,0.002370179937431245
60,0.11083143520570202,0.0022480047965168556
61,0.1105955216183665,0.002133120617212586
62,0.11037201707123054,0.0020250109861788454
63,0.1101601565369175,0.0019232047318490566
64,0.10995923122203521,0.0018272710044377537
65,0.10976858350189442,0.0017368149798298717
66,0.10958760241456447,0.0016514741023834344
67,0.10941571964195,0.0015709147933856
68,0.10925240591586556,0.0014948295620163046
69,0.10909716779584624,0.001422934464346621
70,0.10894954477286659,0.0013549668636745349
71,0.1088091066594981,0.0012906834517809988
72,0.10867545123242954,0.0012298584965863362
73,0.10854820209789288,0.0011722822863698603
74,0.10842700675448123,0.001117759744913754
75,0.10831153483120495,0.0010661091956293916
76,0.10820147648153025,0.0010171612555905259
77,0.10809654091660474,0.0009707578432733218
78,0.10799645506300826,0.0009267512858462987
79,0.10790096233218616,0.0008850035139456305
80,0.10780982149029812,0.0008453853334339931
81,0.10772280561856763,0.0008077757651300042
82,0.10763970115539213,0.0007720614446478832
83,0.1075603070124846,0.0007381360755907309
84,0.10748443375819942,0.0007058999301784232
85,0.10741190286195504,0.000675259392225847
86,0.10734254599433694,0.0006461265379503301
87,0.10727620437803781,0.0006184187507729915
88,0.10721272818530507,0.0005920583666430714
89,0.10715197597800787,0.0005669723469184867
90,0.10709381418682633,0.0005430919761628257
91,0.10703811662641088,0.0005203525825276024
92,0.10698476404366274,0.0004986932786651153
93,0.10693364369655439,0.0004780567213571063
94,0.10688464896115124,0.00045838888820189257
95,0.1068376789646986,0.00043963886999226574
96,0.10679263824284047,0.0004217586773698654
97,0.10674943641919228,0.00040470306071252346
98,0.10670798790564802,0.00038842934214926094
99,0.10666821162193864,0.000372897258748077
100,0.106630030733077,0.00035806881606564146
101,0.10659337240343629,0.00034390815126823684
102,0.10655816756630991,0.00033038140510882526
103,0.1065243507078898,0.00031745660213256926
104,0.1064918596646819,0.00030510353852596637
105,0.10646063543345315,0.0002932936770631291
106,0.10643062199287047,0.0002820000486766617
107,0.10640176613605755,0.00027119716016764275
108,0.10637401731334671,0.000260860907688558
109,0.10634732748456263,0.000250968495545445
110,0.10632165098021303,0.00024149836005071554
111,0.10629694437101526,0.00023243009800475454
112,0.10627316634521795,0.0002237443995982036
113,0.10625027759322565,0.00021542298533966183
114,0.1062282406990551,0.000207448546879268
115,0.10620702003819704,0.00019980469135109187
116,0.10618658168147531,0.00019247588911978946
117,0.10616689330453095,0.0001854474246305773
118,0.10614792410257794,0.00017870535023074223
119,0.10612964471010376,0.00017223644274043224
120,0.10611202712520909,0.0001660281626123651
121,0.10609504463829963,0.00016006861552632167
122,0.10607867176486423,0.00015434651625069674
123,0.10606288418208669,0.00014885115466437782
124,0.10604765866906214,0.00014357236374317928
125,0.10603297305039314,0.00013850048948477406
126,0.10601880614296637,0.0001336263625499098
127,0.10600513770571454,0.00012894127159923105
128,0.10599194839218533,0.00012443693817582185
129,0.10597921970575029,0.000120105493042677
130,0.10596693395729247,0.00011593945393169299
131,0.10595507422523066,0.00011193170453160711
132,0.10594362431773748,0.00010807547473407921
133,0.10593256873702173,0.00010436432201691192
134,0.10592189264555701,0.00010079211386863141
135,0.10591158183413867,9.735301125514077e-05
136,0.1059016226916629,9.404145302633926e-05
137,0.10589200217652908,9.085214120113068e-05
138,0.10588270778956953,8.77800271034458e-05
139,0.10587372754841834,8.482029828487098e-05
140,0.10586504996323769,8.19683661762393e-05
141,0.10585666401372094,7.921985445957074e-05
142,0.10584855912730125,7.657058807903933e-05
143,0.10584072515849749,7.401658286096163e-05
144,0.10583315236933069,7.155403573704021e-05
145,0.10582583141075037,6.9179315510426e-05
146,0.1058187533050169,6.68889541069244e-05
147,0.10581190942898266,6.467963834289385e-05
148,0.10580529149822161,6.25482021488805e-05
149,0.10579889155196331,6.049161918822892e-05
150,0.10579270193878282,5.850699591809074e-05
151,0.10578671530300626,5.6591565012755096e-05
152,0.10578092457179353,5.474267913781182e-05
153,0.10577532294285824,5.2957805085717474e-05
154,0.10576990387279311,5.123451820136149e-05
155,0.10576466106596535,4.9570497129376416e-05
156,0.10575958846395252,4.796351883088291e-05
157,0.10575468023548891,4.641145387303591e-05
158,0.10574993076689618,4.491226195884343e-05
159,0.10574533465296924,4.346398772121978e-05
160,0.10574088668829844,4.206475669073842e-05
161,0.10573658185899933,4.0712771525494004e-05
162,0.10573241533483115,3.940630841531913e-05
163,0.1057283824616845,3.81437136627041e-05
164,0.1057244787544172,3.692340045835156e-05
165,0.10572069989001984,3.5743845824897006e-05
166,0.10571704170109587,3.460358770070929e-05
167,0.10571350016963904,3.350122218212011e-05
168,0.1057100714210921,3.243540091168913e-05
169,0.10570675171867336,3.140482859194207e-05
170,0.10570353745795805,3.0408260618432536e-05
171,0.10570042516169963,2.9444500849064402e-05
172,0.10569741147488156,2.85123994619961e-05
173,0.10569449315998591,2.761085093832206e-05
174,0.10569166709246865,2.6738792139540147e-05
175,0.105688930256432,2.5895200471851832e-05
176,0.10568627974048364,2.5079092147710505e-05
177,0.10568371273377401,2.4289520525214143e-05
178,0.10568122652220122,2.352557454728859e-05
179,0.10567881848477963,2.2786377214614987e-05
180,0.10567648609015895,2.2071084183166635e-05
181,0.1056742268932909,2.137888238667138e-05
182,0.1056720385322343,2.070898874477503e-05
183,0.10566991872509278,2.0060648925357644e-05
184,0.10566786526707808,1.94331361716006e-05
185,0.10566587602769428,1.882575017195705e-05
186,0.10566394894803671,1.8237815988863835e-05
187,0.10566208203819968,1.7668683041409024e-05
188,0.10566027337478939,1.7117724122058765e-05
189,0.10565852109853531,1.65843344754813e-05
190,0.10565682341199835,1.6067930893030517e-05
191,0.10565517857736788,1.5567950881522364e-05
192,0.10565358491434719,1.508385183503295e-05
193,0.10565204079812057,1.4615110270971997e-05
194,0.10565054465740073,1.4161221077409387e-05
195,0.10564909497255097,1.3721696812807258e-05
196,0.10564769027378,1.3296067025487854e-05
197,0.10564632913940634,1.2883877601277328e-05
198,0.10564501019418895,1.2484690142641213e-05
199,0.10564373210772059,1.2098081380392413e-05
200,0.10564249359288315,1.172364259225167e-05
201,0.10564129340435928,1.136097907544563e-05
202,0.10564013033720213,1.1009709600327171e-05
203,0.1056390032254558,1.0669465935025712e-05
204,0.10563791094082879,1.0339892348140366e-05
205,0.10563685239141582,1.002064515373326e-05
206,0.10563582652046612,9.71139227565198e-06
207,0.10563483230519763,9.411812815826598e-06
208,0.10563386875565414,9.12159665112321e-06
209,0.10563293491360304,8.84044405154335e-06
210,0.10563202985147423,8.568065293112818e-06
211,0.10563115267133637,8.304180307381427e-06
212,0.10563030250390947,8.048518339431e-06
213,0.10562947850761388,7.800817605336586e-06
214,0.10562867986765145,7.560824990213235e-06
215,0.1056279057951214,7.328295721035637e-06
216,0.10562715552616476,7.102993097667052e-06
217,0.10562642832114041,6.884688196969887e-06
218,0.10562572346383105,6.673159588894051e-06
219,0.10562504026067361,6.4681931079084384e-06
220,0.10562437804001983,6.269581568892157e-06
221,0.10562373615142025,6.077124545739204e-06
222,0.10562311396493375,5.890628131879831e-06
223,0.10562251087046062,5.7099047178041665e-06
224,0.10562192627709911,5.534772770352064e-06
225,0.10562135961252272,5.365056636898728e-06
226,0.10562081032238023,5.200586331607022e-06
227,0.10562027786971491,5.041197353942016e-06
228,0.10561976173440411,4.886730497406364e-06
229,0.1056192614126169,4.737031678851753e-06
230,0.10561877641629214,4.59195174592948e-06
231,0.10561830627263072,4.451346343359605e-06
232,0.10561785052360827,4.315075720554737e-06
233,0.10561740872550124,4.183004604638067e-06
234,0.10561698044843144,4.055002026909257e-06
235,0.10561656527592297,3.9309412059066245e-06
236,0.10561616280447673,3.810699381162025e-06
237,0.10561577264315646,3.6941577050021298e-06
238,0.10561539441319034,3.581201094901028e-06
239,0.10561502774758416,3.4717181257504574e-06
240,0.10561467229074871,3.3656008937220577e-06
241,0.10561432769813853,3.2627449105900624e-06
242,0.10561399363590214,3.163048994615068e-06
243,0.10561366978054486,3.0664151520770206e-06
244,0.1056133558186015,2.972748483623019e-06
245,0.10561305144632062,2.881957075485303e-06
246,0.10561275636935782,2.7939519139398184e-06
247,0.10561247030248103,2.708646772285238e-06
248,0.10561219296928256,2.6259581461626874e-06
249,0.10561192410190326,2.545805140767594e-06
250,0.10561166344076357,2.4681094037761554e-06
251,0.10561141073430419,2.3927950363147854e-06
252,0.10561116573873455,2.3197885178463604e-06
253,0.10561092821779045,2.2490186206642858e-06
254,0.10561069794249787,2.1804163503941373e-06
255,0.1056104746909451,2.1139148690086662e-06
256,0.1056102582480633,2.049449413234211e-06
257,0.10561004840541181,1.986957251318828e-06
258,0.10560984496097173,1.9263776039185976e-06
259,0.10560964771894653,1.867651577853899e-06
260,0.10560945648956716,1.810722124037306e-06
261,0.10560927108890587,1.7555339542644984e-06
262,0.10560909133869296,1.7020335146350888e-06
263,0.10560891706614227,1.6501689018055428e-06
264,0.10560874810378008,1.5998898312736384e-06
265,0.10560858428928065,1.5511475751712548e-06
266,0.10560842546530595,1.5038949212088152e-06
267,0.10560827147935191,1.4580861128237873e-06
268,0.10560812218359727,1.4136768228338816e-06
269,0.10560797743475984,1.3706240849041666e-06
270,0.1056078370939553,1.3288862683750425e-06
271,0.10560770102656113,1.2884230302216098e-06
272,0.10560756910208483,1.2491952747627382e-06
273,0.10560744119403627,1.2111651140240054e-06
274,0.10560731717980414,1.1742958295431507e-06
275,0.10560719694053576,1.1385518398233411e-06
276,0.10560708036102161,1.1038986567454122e-06
277,0.10560696732958191,1.0703028649743123e-06
278,0.10560685773795919,1.037732066539661e-06
279,0.1056067514812112,1.0061548765325294e-06
280,0.1056066484576096,9.755408688644478e-07
